"","NestID","SiteID","NestDepthcm","midNestDepthcm","lat","lon","AWCforRootableSoilDepthHWSD","CoarseFragmentsHWSD","SandHWSD","SiltHWSD","ClayHWSD","BulkDensityHWSD","ReferenceBulkDensityHWSD","OrganicCarbonContentHWSD","lat2","lon2","bdod_0.5cm_mean","bdod_100.200cm_mean","bdod_15.30cm_mean","bdod_30.60cm_mean","bdod_5.15cm_mean","bdod_60.100cm_mean","cfvo_0.5cm_mean","cfvo_100.200cm_mean","cfvo_15.30cm_mean","cfvo_30.60cm_mean","cfvo_5.15cm_mean","cfvo_60.100cm_mean","clay_0.5cm_mean","clay_100.200cm_mean","clay_15.30cm_mean","clay_30.60cm_mean","clay_5.15cm_mean","clay_60.100cm_mean","ocd_0.5cm_mean","ocd_100.200cm_mean","ocd_15.30cm_mean","ocd_30.60cm_mean","ocd_5.15cm_mean","ocd_60.100cm_mean","sand_0.5cm_mean","sand_100.200cm_mean","sand_15.30cm_mean","sand_30.60cm_mean","sand_5.15cm_mean","sand_60.100cm_mean","silt_0.5cm_mean","silt_100.200cm_mean","silt_15.30cm_mean","silt_30.60cm_mean","silt_5.15cm_mean","silt_60.100cm_mean"
"67","E_opaciventre9","Antonialli97_RioClaro",68,34,-22.4108,-47.5596,180,3,41,23,36,1.31,1.91,1.6,NA,NA,128.160253867513,126.20071400238,129.499801666006,126.238794129314,129.043633478778,125.633875446251,64.2411948283549,97.0485956308516,69.4748105216228,90.5385644226483,65.8974587605885,89.0646455639768,390.878288007133,463.730717788676,408.290236290682,477.666072224699,404.387427552385,480.708426214891,329.056174765939,38.6633972358449,177.953633526527,101.983058403923,248.64422648239,63.3160945162729,466.44092732947,386.583593401694,435.028087382969,381.016941596077,446.551047703968,375.572893446277,142.822113241195,149.686580472581,156.608114132858,141.614801604993,148.920196165849,143.629959875167
"68","E_opaciventre11","Antonialli97_RioClaro",48,24,-22.4108,-47.5596,180,3,41,23,36,1.31,1.91,1.6,NA,NA,128.160253867513,126.20071400238,129.499801666006,126.238794129314,129.043633478778,125.633875446251,64.2411948283549,97.0485956308516,69.4748105216228,90.5385644226483,65.8974587605885,89.0646455639768,390.878288007133,463.730717788676,408.290236290682,477.666072224699,404.387427552385,480.708426214891,329.056174765939,38.6633972358449,177.953633526527,101.983058403923,248.64422648239,63.3160945162729,466.44092732947,386.583593401694,435.028087382969,381.016941596077,446.551047703968,375.572893446277,142.822113241195,149.686580472581,156.608114132858,141.614801604993,148.920196165849,143.629959875167
"69","F_archboldi3","King07_Apalachicola",37.32,18.66,30.0998,-84.7316,79,14,75,20,5,1.19,1.27,3.3,NA,NA,126,159,147,153,139,157,7,4,7,7,7,3,27,132,32,48,27,91,337,24,109,83,169,54,892,795,886,871,891,829,81,73,82,81,83,80
"70","F_dolosa1","King07_Apalachicola",34.05,17.025,30.0998,-84.7316,79,14,75,20,5,1.19,1.27,3.3,NA,NA,126,159,147,153,139,157,7,4,7,7,7,3,27,132,32,48,27,91,337,24,109,83,169,54,892,795,886,871,891,829,81,73,82,81,83,80
"71","F_pallidefulva1","Tschinkel03_Apalachicola",26.12,13.06,30.0998,-84.7316,79,14,75,20,5,1.19,1.27,3.3,NA,NA,126,159,147,153,139,157,7,4,7,7,7,3,27,132,32,48,27,91,337,24,109,83,169,54,892,795,886,871,891,829,81,73,82,81,83,80
"72","M_inflatus1","Jesovnik13_Locality1",103,51.5,-8.7539,-49.5454,167,7,43,30,27,1.18,1.81,1.6,NA,NA,116.111527296563,138.062459031745,127.817398632831,131.409963479727,122.155913475044,135.709804288791,71.6222419140452,94.9701373504652,72.2003544528135,82.0426229508197,67.801683650864,91.8706247230838,218.568365086398,297.485157288436,242.40762073549,296.750996898538,214.060434204697,298.278865750997,302.934337616305,42.6720425343376,156.054319893664,94.5818342933097,251.952857775809,60.5423128046079,441.121754541427,389.00762073549,428.760655737705,395.336198493576,441.933274257864,389.9210456358,340.28763845813,313.500575985822,328.895170580416,307.845104120514,344.037306158618,311.765618077094
"73","M_inflatus2","Jesovnik13_Locality1",96,48,-8.7539,-49.5454,167,7,43,30,27,1.18,1.81,1.6,NA,NA,116.111527296563,138.062459031745,127.817398632831,131.409963479727,122.155913475044,135.709804288791,71.6222419140452,94.9701373504652,72.2003544528135,82.0426229508197,67.801683650864,91.8706247230838,218.568365086398,297.485157288436,242.40762073549,296.750996898538,214.060434204697,298.278865750997,302.934337616305,42.6720425343376,156.054319893664,94.5818342933097,251.952857775809,60.5423128046079,441.121754541427,389.00762073549,428.760655737705,395.336198493576,441.933274257864,389.9210456358,340.28763845813,313.500575985822,328.895170580416,307.845104120514,344.037306158618,311.765618077094
"74","M_inflatus3","Jesovnik13_Locality2",230,115,-8.8016,-49.5737,167,7,43,30,27,1.18,1.81,1.6,NA,NA,116.508758568164,140.085508550855,128.073253479194,134.674375129821,121.315308453922,138.667035934363,64.1918403367049,83.4796687258163,69.8576471386871,87.0442604032312,61.4781752766275,81.3253003869391,221.073925734845,327.302762880999,271.60152060281,306.769737288711,237.794922272758,318.516869187428,317.517480143914,35.1724933813047,153.974679247845,90.4037743534044,274.18654538049,59.7803950851945,418.391215803408,366.466363451225,399.140655759962,378.734777000882,415.249677550743,368.113909442672,360.560925938497,306.343493313421,329.317561604779,314.476274523115,347.009435883511,313.32767632883
"75","M_inflatus4","Jesovnik13_Locality2",310,155,-8.8016,-49.5737,167,7,43,30,27,1.18,1.81,1.6,NA,NA,116.508758568164,140.085508550855,128.073253479194,134.674375129821,121.315308453922,138.667035934363,64.1918403367049,83.4796687258163,69.8576471386871,87.0442604032312,61.4781752766275,81.3253003869391,221.073925734845,327.302762880999,271.60152060281,306.769737288711,237.794922272758,318.516869187428,317.517480143914,35.1724933813047,153.974679247845,90.4037743534044,274.18654538049,59.7803950851945,418.391215803408,366.466363451225,399.140655759962,378.734777000882,415.249677550743,368.113909442672,360.560925938497,306.343493313421,329.317561604779,314.476274523115,347.009435883511,313.32767632883
"76","M_parallelus3","Solomon04_Iguazu1",14.5,7.25,-25.7136,-54.4617,166,2,21,54,25,1.37,1.77,1.4,NA,NA,117,131,124,129,120,131,69,76,77,81,71,81,482,583,487,551,469,567,337,49,209,113,277,76,186,155,192,162,202,163,332,262,321,287,330,270
"77","M_parallelus7","Solomon04_Iguazu1",10,5,-25.7136,-54.4617,166,2,21,54,25,1.37,1.77,1.4,NA,NA,117,131,124,129,120,131,69,76,77,81,71,81,482,583,487,551,469,567,337,49,209,113,277,76,186,155,192,162,202,163,332,262,321,287,330,270
"78","O_brunneus1","Cerquera10",35.19,17.595,30.3787,-84.3223,166,3,50,24,26,1.52,1.81,1.2,NA,NA,125,156,143,149,135,154,8,5,8,8,7,9,44,62,46,49,39,56,283,28,120,75,163,59,925,912,925,922,931,916,30,26,28,30,30,28
"79","O_brunneus2","Cerquera10",139.27,69.635,30.3787,-84.3223,166,3,50,24,26,1.52,1.81,1.2,NA,NA,125,156,143,149,135,154,8,5,8,8,7,9,44,62,46,49,39,56,283,28,120,75,163,59,925,912,925,922,931,916,30,26,28,30,30,28
"80","O_brunneus3","Cerquera10",190.49,95.245,30.3787,-84.3223,166,3,50,24,26,1.52,1.81,1.2,NA,NA,125,156,143,149,135,154,8,5,8,8,7,9,44,62,46,49,39,56,283,28,120,75,163,59,925,912,925,922,931,916,30,26,28,30,30,28
"81","O_brunneus4","Cerquera10",94.88,47.44,30.3787,-84.3223,166,3,50,24,26,1.52,1.81,1.2,NA,NA,125,156,143,149,135,154,8,5,8,8,7,9,44,62,46,49,39,56,283,28,120,75,163,59,925,912,925,922,931,916,30,26,28,30,30,28
"82","O_brunneus6","Cerquera10",28,14,30.3787,-84.3223,166,3,50,24,26,1.52,1.81,1.2,NA,NA,125,156,143,149,135,154,8,5,8,8,7,9,44,62,46,49,39,56,283,28,120,75,163,59,925,912,925,922,931,916,30,26,28,30,30,28
"83","O_brunneus7","Cerquera10",102.25,51.125,30.3787,-84.3223,166,3,50,24,26,1.52,1.81,1.2,NA,NA,125,156,143,149,135,154,8,5,8,8,7,9,44,62,46,49,39,56,283,28,120,75,163,59,925,912,925,922,931,916,30,26,28,30,30,28
"84","O_brunneus8","Cerquera10",125,62.5,30.3787,-84.3223,166,3,50,24,26,1.52,1.81,1.2,NA,NA,125,156,143,149,135,154,8,5,8,8,7,9,44,62,46,49,39,56,283,28,120,75,163,59,925,912,925,922,931,916,30,26,28,30,30,28
"85","O_brunneus9","Cerquera10",134.15,67.075,30.3787,-84.3223,166,3,50,24,26,1.52,1.81,1.2,NA,NA,125,156,143,149,135,154,8,5,8,8,7,9,44,62,46,49,39,56,283,28,120,75,163,59,925,912,925,922,931,916,30,26,28,30,30,28
"86","O_brunneus10","Cerquera10",93.9,46.95,30.3787,-84.3223,166,3,50,24,26,1.52,1.81,1.2,NA,NA,125,156,143,149,135,154,8,5,8,8,7,9,44,62,46,49,39,56,283,28,120,75,163,59,925,912,925,922,931,916,30,26,28,30,30,28
"87","O_brunneus11","Cerquera10",194.63,97.315,30.3787,-84.3223,166,3,50,24,26,1.52,1.81,1.2,NA,NA,125,156,143,149,135,154,8,5,8,8,7,9,44,62,46,49,39,56,283,28,120,75,163,59,925,912,925,922,931,916,30,26,28,30,30,28
"88","O_brunneus12","Cerquera10",106.83,53.415,30.3787,-84.3223,166,3,50,24,26,1.52,1.81,1.2,NA,NA,125,156,143,149,135,154,8,5,8,8,7,9,44,62,46,49,39,56,283,28,120,75,163,59,925,912,925,922,931,916,30,26,28,30,30,28
"89","O_brunneus13","Cerquera10",141.5,70.75,30.3787,-84.3223,166,3,50,24,26,1.52,1.81,1.2,NA,NA,125,156,143,149,135,154,8,5,8,8,7,9,44,62,46,49,39,56,283,28,120,75,163,59,925,912,925,922,931,916,30,26,28,30,30,28
"90","O_brunneus14","Cerquera10",121.5,60.75,30.3787,-84.3223,166,3,50,24,26,1.52,1.81,1.2,NA,NA,125,156,143,149,135,154,8,5,8,8,7,9,44,62,46,49,39,56,283,28,120,75,163,59,925,912,925,922,931,916,30,26,28,30,30,28
"91","O_brunneus15","Cerquera10",157.07,78.535,30.3787,-84.3223,166,3,50,24,26,1.52,1.81,1.2,NA,NA,125,156,143,149,135,154,8,5,8,8,7,9,44,62,46,49,39,56,283,28,120,75,163,59,925,912,925,922,931,916,30,26,28,30,30,28
"92","O_brunneus16","Cerquera10",98,49,30.3787,-84.3223,166,3,50,24,26,1.52,1.81,1.2,NA,NA,125,156,143,149,135,154,8,5,8,8,7,9,44,62,46,49,39,56,283,28,120,75,163,59,925,912,925,922,931,916,30,26,28,30,30,28
"93","O_brunneus17","Cerquera10",96.62,48.31,30.3787,-84.3223,166,3,50,24,26,1.52,1.81,1.2,NA,NA,125,156,143,149,135,154,8,5,8,8,7,9,44,62,46,49,39,56,283,28,120,75,163,59,925,912,925,922,931,916,30,26,28,30,30,28
"94","O_chelifer3","Guimaraes18",99,49.5,-22.2211,-54.8056,184,15,37,17,46,1.34,1.99,1.6,NA,NA,125.969306930693,130.867326732673,129.483168316832,130.307920792079,127.99801980198,130.174257425743,53.3948863636364,87.4403409090909,57.8480113636364,69.5,55.4900568181818,80.5795454545455,458.524147727273,526.055397727273,444.625,508.954545454545,455.794034090909,539.497159090909,321.438920454545,36.765625,189.630681818182,100.813920454545,243.125,60.4886363636364,338.443181818182,306.703125,350.901988636364,309.920454545455,340.892045454545,294.193181818182,203.149147727273,167.664772727273,204.345170454545,180.997159090909,202.974431818182,165.900568181818
"95","P_striata5","daSilva-Melo10",30,15,-22.5444,-47.5456,180,3,41,23,36,1.31,1.91,1.6,NA,NA,133,124,133,126,135,124,46,74,59,72,50,71,476,511,491,522,510,516,336,35,183,102,253,71,385,342,363,341,360,342,139,147,146,137,130,141
"96","P_striata6","daSilva-Melo10",31,15.5,-22.5444,-47.5456,180,3,41,23,36,1.31,1.91,1.6,NA,NA,133,124,133,126,135,124,46,74,59,72,50,71,476,511,491,522,510,516,336,35,183,102,253,71,385,342,363,341,360,342,139,147,146,137,130,141
"97","P_striata8","daSilva-Melo10",45,22.5,-22.5444,-47.5456,180,3,41,23,36,1.31,1.91,1.6,NA,NA,133,124,133,126,135,124,46,74,59,72,50,71,476,511,491,522,510,516,336,35,183,102,253,71,385,342,363,341,360,342,139,147,146,137,130,141
"98","P_striata9","daSilva-Melo10",21,10.5,-22.5444,-47.5456,180,3,41,23,36,1.31,1.91,1.6,NA,NA,133,124,133,126,135,124,46,74,59,72,50,71,476,511,491,522,510,516,336,35,183,102,253,71,385,342,363,341,360,342,139,147,146,137,130,141
"99","P_imparis4","Tschinkel87_Apalachicola",238,119,30.0998,-84.7316,79,14,75,20,5,1.19,1.27,3.3,NA,NA,126,159,147,153,139,157,7,4,7,7,7,3,27,132,32,48,27,91,337,24,109,83,169,54,892,795,886,871,891,829,81,73,82,81,83,80
"100","P_imparis5","Tschinkel87_Apalachicola",363,181.5,30.0998,-84.7316,79,14,75,20,5,1.19,1.27,3.3,NA,NA,126,159,147,153,139,157,7,4,7,7,7,3,27,132,32,48,27,91,337,24,109,83,169,54,892,795,886,871,891,829,81,73,82,81,83,80
"101","P_imparis6","Tschinkel87_Apalachicola",330,165,30.0998,-84.7316,79,14,75,20,5,1.19,1.27,3.3,NA,NA,126,159,147,153,139,157,7,4,7,7,7,3,27,132,32,48,27,91,337,24,109,83,169,54,892,795,886,871,891,829,81,73,82,81,83,80
"102","P_imparis7","Tschinkel87_Apalachicola",238,119,30.0998,-84.7316,79,14,75,20,5,1.19,1.27,3.3,NA,NA,126,159,147,153,139,157,7,4,7,7,7,3,27,132,32,48,27,91,337,24,109,83,169,54,892,795,886,871,891,829,81,73,82,81,83,80
"103","P_imparis8","Tschinkel87_Apalachicola",286,143,30.0998,-84.7316,79,14,75,20,5,1.19,1.27,3.3,NA,NA,126,159,147,153,139,157,7,4,7,7,7,3,27,132,32,48,27,91,337,24,109,83,169,54,892,795,886,871,891,829,81,73,82,81,83,80
"104","P_imparis9","Tschinkel87_Apalachicola",316,158,30.0998,-84.7316,79,14,75,20,5,1.19,1.27,3.3,NA,NA,126,159,147,153,139,157,7,4,7,7,7,3,27,132,32,48,27,91,337,24,109,83,169,54,892,795,886,871,891,829,81,73,82,81,83,80
"105","P_imparis10","Tschinkel87_Apalachicola",266,133,30.0998,-84.7316,79,14,75,20,5,1.19,1.27,3.3,NA,NA,126,159,147,153,139,157,7,4,7,7,7,3,27,132,32,48,27,91,337,24,109,83,169,54,892,795,886,871,891,829,81,73,82,81,83,80
"106","S_amabilis_AJ01","Jesovnik18_Tuxtla",13.52,6.76,18.587,-95.078,166,6,53,23,224,1.4,1.78,1.3,NA,NA,116,128,123,128,121,128,102,140,119,131,97,137,305,399,331,396,292,401,397,55,234,170,335,94,421,357,395,352,428,348,273,244,274,252,279,251
"107","S_bondari_AJ05","Jesovnik18_NacionalDeCarajas",30.01,15.005,-6.063,-50.057,184,4,40,17,43,1.3,1.97,1.9,NA,NA,107,130,123,123,113,129,103,140,106,119,101,140,292,396,366,378,306,385,405,43,230,111,339,61,316,293,289,283,315,285,391,311,345,339,379,331
"108","S_mayri_AJ08","Jesovnik18_BaseCamp",41.78,20.89,3.513,-58.235,184,4,40,17,43,1.3,1.97,1.9,NA,NA,117.838649077398,141.587083576856,129.548092176672,136.26834766636,124.113300492611,139.92669282792,85.4205314615192,120.032589621459,93.2939750981867,96.9147238238489,86.4244589287207,95.8876911506643,313.255410712794,399.345951366257,367.290925043871,387.952076543829,307.556279769366,399.121041196624,321.496156095931,33.0959304754742,159.475223531378,88.8736525444974,233.569273836383,55.9840812233643,411.836592295479,347.828528453246,378.11548424835,359.534845826022,418.548675524359,352.836592295479,274.916854683714,252.831954541656,254.624007687808,252.534469791928,273.890239826189,247.99440127016
"109","S_mayri_JSC13","Jesovnik18_BaseCamp",25.65,12.825,3.513,-58.235,184,4,40,17,43,1.3,1.97,1.9,NA,NA,117.838649077398,141.587083576856,129.548092176672,136.26834766636,124.113300492611,139.92669282792,85.4205314615192,120.032589621459,93.2939750981867,96.9147238238489,86.4244589287207,95.8876911506643,313.255410712794,399.345951366257,367.290925043871,387.952076543829,307.556279769366,399.121041196624,321.496156095931,33.0959304754742,159.475223531378,88.8736525444974,233.569273836383,55.9840812233643,411.836592295479,347.828528453246,378.11548424835,359.534845826022,418.548675524359,352.836592295479,274.916854683714,252.831954541656,254.624007687808,252.534469791928,273.890239826189,247.99440127016
"110","S_mayri_AJ03","Jesovnik18_Tambopata",35.25,17.625,-12.819,-69.364,164.5,12,52.5,27.5,20,1.235,1.72,1.35,NA,NA,120,132,125,128,122,131,32,29,26,28,33,29,285,394,312,374,294,401,417,94,200,118,281,102,343,281,328,292,346,284,372,324,360,333,360,315
"111","S_mayri_AJ103","Jesovnik18_Tambopata",35.08,17.54,-12.819,-69.364,164.5,12,52.5,27.5,20,1.235,1.72,1.35,NA,NA,120,132,125,128,122,131,32,29,26,28,33,29,285,394,312,374,294,401,417,94,200,118,281,102,343,281,328,292,346,284,372,324,360,333,360,315
"112","S_parvulus_AJ03","Jesovnik18_Tambopata",11.36,5.68,-12.819,-69.364,164.5,12,52.5,27.5,20,1.235,1.72,1.35,NA,NA,120,132,125,128,122,131,32,29,26,28,33,29,285,394,312,374,294,401,417,94,200,118,281,102,343,281,328,292,346,284,372,324,360,333,360,315
"113","S_parvulus_JCMC001","Jesovnik18_Vicosa",17.46,8.73,-20.755,-42.887,180,3,41,23,36,1.31,1.91,1.6,NA,NA,121.613941452369,121.111030244218,122.065178715834,120.415251496038,121.516011644833,121.020459323953,83.4197056418643,129.86140637776,90.2827473426002,108.630580539657,86.5989370400654,109.690269828291,490.625429272281,536.781030253475,533.509076042518,578.975470155356,496.824039247751,559.342927228127,341.647996729354,38.728618152085,201.235404742437,108.543826655764,280.673262469338,60.8106295993459,320.047342600164,288.078168438267,287.069010629599,253.646361406378,314.126001635323,265.613654946852,189.416925592805,175.188634505315,179.461896974652,167.423875715454,189.038184791496,175.071954210957
"114","T_septentrionalis1","Tschinkel02_Apalachicola",46.49,23.245,30.0998,-84.7316,79,14,75,20,5,1.19,1.27,3.3,NA,NA,126,159,147,153,139,157,7,4,7,7,7,3,27,132,32,48,27,91,337,24,109,83,169,54,892,795,886,871,891,829,81,73,82,81,83,80
"115","T_septentrionalis2","Tschinkel02_Apalachicola",45,22.5,30.0998,-84.7316,79,14,75,20,5,1.19,1.27,3.3,NA,NA,126,159,147,153,139,157,7,4,7,7,7,3,27,132,32,48,27,91,337,24,109,83,169,54,892,795,886,871,891,829,81,73,82,81,83,80
"116","E_ruidum1","Santamaria22_Cali",32,16,3.376,-76.5299,166,10,47,28,25,1.41,1.79,1.5,NA,NA,121,128,127,129,125,129,59,94,54,66,64,86,346,404,398,398,354,392,438,71,226,143,314,82,358,295,323,322,352,317,296,302,279,281,294,291
"117","E_ruidum2","Santamaria22_Cali",23,11.5,3.376,-76.5299,166,10,47,28,25,1.41,1.79,1.5,NA,NA,121,128,127,129,125,129,59,94,54,66,64,86,346,404,398,398,354,392,438,71,226,143,314,82,358,295,323,322,352,317,296,302,279,281,294,291
"118","E_ruidum3","Santamaria22_Cali",29,14.5,3.376,-76.5299,166,10,47,28,25,1.41,1.79,1.5,NA,NA,121,128,127,129,125,129,59,94,54,66,64,86,346,404,398,398,354,392,438,71,226,143,314,82,358,295,323,322,352,317,296,302,279,281,294,291
"119","E_ruidum4","Santamaria22_Cali",32,16,3.376,-76.5299,166,10,47,28,25,1.41,1.79,1.5,NA,NA,121,128,127,129,125,129,59,94,54,66,64,86,346,404,398,398,354,392,438,71,226,143,314,82,358,295,323,322,352,317,296,302,279,281,294,291
"120","E_ruidum5","Santamaria22_Cali",34,17,3.376,-76.5299,166,10,47,28,25,1.41,1.79,1.5,NA,NA,121,128,127,129,125,129,59,94,54,66,64,86,346,404,398,398,354,392,438,71,226,143,314,82,358,295,323,322,352,317,296,302,279,281,294,291
"121","E_ruidum6","Santamaria22_Cali",27,13.5,3.376,-76.5299,166,10,47,28,25,1.41,1.79,1.5,NA,NA,121,128,127,129,125,129,59,94,54,66,64,86,346,404,398,398,354,392,438,71,226,143,314,82,358,295,323,322,352,317,296,302,279,281,294,291
"122","E_ruidum7","Santamaria22_Cali",30,15,3.376,-76.5299,166,10,47,28,25,1.41,1.79,1.5,NA,NA,121,128,127,129,125,129,59,94,54,66,64,86,346,404,398,398,354,392,438,71,226,143,314,82,358,295,323,322,352,317,296,302,279,281,294,291
"123","E_ruidum8","Santamaria22_Cali",31.4,15.7,3.376,-76.5299,166,10,47,28,25,1.41,1.79,1.5,NA,NA,121,128,127,129,125,129,59,94,54,66,64,86,346,404,398,398,354,392,438,71,226,143,314,82,358,295,323,322,352,317,296,302,279,281,294,291
"124","E_ruidum9","Santamaria22_Cali",24,12,3.376,-76.5299,166,10,47,28,25,1.41,1.79,1.5,NA,NA,121,128,127,129,125,129,59,94,54,66,64,86,346,404,398,398,354,392,438,71,226,143,314,82,358,295,323,322,352,317,296,302,279,281,294,291
"125","E_ruidum10","Santamaria22_Cali",31,15.5,3.376,-76.5299,166,10,47,28,25,1.41,1.79,1.5,NA,NA,121,128,127,129,125,129,59,94,54,66,64,86,346,404,398,398,354,392,438,71,226,143,314,82,358,295,323,322,352,317,296,302,279,281,294,291
"126","E_ruidum11","Santamaria22_Cali",35,17.5,3.376,-76.5299,166,10,47,28,25,1.41,1.79,1.5,NA,NA,121,128,127,129,125,129,59,94,54,66,64,86,346,404,398,398,354,392,438,71,226,143,314,82,358,295,323,322,352,317,296,302,279,281,294,291
"127","E_ruidum12","Santamaria22_Cali",35.4,17.7,3.376,-76.5299,166,10,47,28,25,1.41,1.79,1.5,NA,NA,121,128,127,129,125,129,59,94,54,66,64,86,346,404,398,398,354,392,438,71,226,143,314,82,358,295,323,322,352,317,296,302,279,281,294,291
"128","E_ruidum13","Santamaria22_Cali",32.3,16.15,3.376,-76.5299,166,10,47,28,25,1.41,1.79,1.5,NA,NA,121,128,127,129,125,129,59,94,54,66,64,86,346,404,398,398,354,392,438,71,226,143,314,82,358,295,323,322,352,317,296,302,279,281,294,291
"129","E_ruidum14","Santamaria22_Cali",23,11.5,3.376,-76.5299,166,10,47,28,25,1.41,1.79,1.5,NA,NA,121,128,127,129,125,129,59,94,54,66,64,86,346,404,398,398,354,392,438,71,226,143,314,82,358,295,323,322,352,317,296,302,279,281,294,291
"130","E_ruidum15","Santamaria22_Cali",27,13.5,3.376,-76.5299,166,10,47,28,25,1.41,1.79,1.5,NA,NA,121,128,127,129,125,129,59,94,54,66,64,86,346,404,398,398,354,392,438,71,226,143,314,82,358,295,323,322,352,317,296,302,279,281,294,291
"131","E_ruidum16","Santamaria22_Cali",24,12,3.376,-76.5299,166,10,47,28,25,1.41,1.79,1.5,NA,NA,121,128,127,129,125,129,59,94,54,66,64,86,346,404,398,398,354,392,438,71,226,143,314,82,358,295,323,322,352,317,296,302,279,281,294,291
"132","E_ruidum17","Santamaria22_Cali",30,15,3.376,-76.5299,166,10,47,28,25,1.41,1.79,1.5,NA,NA,121,128,127,129,125,129,59,94,54,66,64,86,346,404,398,398,354,392,438,71,226,143,314,82,358,295,323,322,352,317,296,302,279,281,294,291
"133","E_ruidum18","Santamaria22_Cali",21,10.5,3.376,-76.5299,166,10,47,28,25,1.41,1.79,1.5,NA,NA,121,128,127,129,125,129,59,94,54,66,64,86,346,404,398,398,354,392,438,71,226,143,314,82,358,295,323,322,352,317,296,302,279,281,294,291
"134","E_ruidum19","Santamaria22_Cali",28,14,3.376,-76.5299,166,10,47,28,25,1.41,1.79,1.5,NA,NA,121,128,127,129,125,129,59,94,54,66,64,86,346,404,398,398,354,392,438,71,226,143,314,82,358,295,323,322,352,317,296,302,279,281,294,291
"135","E_ruidum20","Santamaria22_Cali",29,14.5,3.376,-76.5299,166,10,47,28,25,1.41,1.79,1.5,NA,NA,121,128,127,129,125,129,59,94,54,66,64,86,346,404,398,398,354,392,438,71,226,143,314,82,358,295,323,322,352,317,296,302,279,281,294,291
"136","E_ruidum21","Santamaria22_Cali",24,12,3.376,-76.5299,166,10,47,28,25,1.41,1.79,1.5,NA,NA,121,128,127,129,125,129,59,94,54,66,64,86,346,404,398,398,354,392,438,71,226,143,314,82,358,295,323,322,352,317,296,302,279,281,294,291
"137","E_ruidum22","Santamaria22_Cali",29,14.5,3.376,-76.5299,166,10,47,28,25,1.41,1.79,1.5,NA,NA,121,128,127,129,125,129,59,94,54,66,64,86,346,404,398,398,354,392,438,71,226,143,314,82,358,295,323,322,352,317,296,302,279,281,294,291
"138","E_ruidum23","Santamaria22_Cali",30,15,3.376,-76.5299,166,10,47,28,25,1.41,1.79,1.5,NA,NA,121,128,127,129,125,129,59,94,54,66,64,86,346,404,398,398,354,392,438,71,226,143,314,82,358,295,323,322,352,317,296,302,279,281,294,291
"139","E_ruidum24","Santamaria22_Cali",23.1,11.55,3.376,-76.5299,166,10,47,28,25,1.41,1.79,1.5,NA,NA,121,128,127,129,125,129,59,94,54,66,64,86,346,404,398,398,354,392,438,71,226,143,314,82,358,295,323,322,352,317,296,302,279,281,294,291
"140","A_balzani16","Batista21",25,12.5,-22.2211,-54.8056,184,15,37,17,46,1.34,1.99,1.6,NA,NA,125.969306930693,130.867326732673,129.483168316832,130.307920792079,127.99801980198,130.174257425743,53.3948863636364,87.4403409090909,57.8480113636364,69.5,55.4900568181818,80.5795454545455,458.524147727273,526.055397727273,444.625,508.954545454545,455.794034090909,539.497159090909,321.438920454545,36.765625,189.630681818182,100.813920454545,243.125,60.4886363636364,338.443181818182,306.703125,350.901988636364,309.920454545455,340.892045454545,294.193181818182,203.149147727273,167.664772727273,204.345170454545,180.997159090909,202.974431818182,165.900568181818
"141","A_balzani17","Batista21",23,11.5,-22.2211,-54.8056,184,15,37,17,46,1.34,1.99,1.6,NA,NA,125.969306930693,130.867326732673,129.483168316832,130.307920792079,127.99801980198,130.174257425743,53.3948863636364,87.4403409090909,57.8480113636364,69.5,55.4900568181818,80.5795454545455,458.524147727273,526.055397727273,444.625,508.954545454545,455.794034090909,539.497159090909,321.438920454545,36.765625,189.630681818182,100.813920454545,243.125,60.4886363636364,338.443181818182,306.703125,350.901988636364,309.920454545455,340.892045454545,294.193181818182,203.149147727273,167.664772727273,204.345170454545,180.997159090909,202.974431818182,165.900568181818
"142","A_balzani18","Batista21",22,11,-22.2211,-54.8056,184,15,37,17,46,1.34,1.99,1.6,NA,NA,125.969306930693,130.867326732673,129.483168316832,130.307920792079,127.99801980198,130.174257425743,53.3948863636364,87.4403409090909,57.8480113636364,69.5,55.4900568181818,80.5795454545455,458.524147727273,526.055397727273,444.625,508.954545454545,455.794034090909,539.497159090909,321.438920454545,36.765625,189.630681818182,100.813920454545,243.125,60.4886363636364,338.443181818182,306.703125,350.901988636364,309.920454545455,340.892045454545,294.193181818182,203.149147727273,167.664772727273,204.345170454545,180.997159090909,202.974431818182,165.900568181818
"143","A_balzani19","Batista21",69,34.5,-22.2211,-54.8056,184,15,37,17,46,1.34,1.99,1.6,NA,NA,125.969306930693,130.867326732673,129.483168316832,130.307920792079,127.99801980198,130.174257425743,53.3948863636364,87.4403409090909,57.8480113636364,69.5,55.4900568181818,80.5795454545455,458.524147727273,526.055397727273,444.625,508.954545454545,455.794034090909,539.497159090909,321.438920454545,36.765625,189.630681818182,100.813920454545,243.125,60.4886363636364,338.443181818182,306.703125,350.901988636364,309.920454545455,340.892045454545,294.193181818182,203.149147727273,167.664772727273,204.345170454545,180.997159090909,202.974431818182,165.900568181818
