"","NestID","SiteID","NestDepthcm","midNestDepthcm","lat","lon","AWCforRootableSoilDepthHWSD","CoarseFragmentsHWSD","SandHWSD","SiltHWSD","ClayHWSD","BulkDensityHWSD","ReferenceBulkDensityHWSD","OrganicCarbonContentHWSD","lat2","lon2","bdod_0.5cm_mean","bdod_100.200cm_mean","bdod_15.30cm_mean","bdod_30.60cm_mean","bdod_5.15cm_mean","bdod_60.100cm_mean","cfvo_0.5cm_mean","cfvo_100.200cm_mean","cfvo_15.30cm_mean","cfvo_30.60cm_mean","cfvo_5.15cm_mean","cfvo_60.100cm_mean","clay_0.5cm_mean","clay_100.200cm_mean","clay_15.30cm_mean","clay_30.60cm_mean","clay_5.15cm_mean","clay_60.100cm_mean","ocd_0.5cm_mean","ocd_100.200cm_mean","ocd_15.30cm_mean","ocd_30.60cm_mean","ocd_5.15cm_mean","ocd_60.100cm_mean","sand_0.5cm_mean","sand_100.200cm_mean","sand_15.30cm_mean","sand_30.60cm_mean","sand_5.15cm_mean","sand_60.100cm_mean","silt_0.5cm_mean","silt_100.200cm_mean","silt_15.30cm_mean","silt_30.60cm_mean","silt_5.15cm_mean","silt_60.100cm_mean"
"144","A_balzani20","Batista21",20,10,-22.2211,-54.8056,184,15,37,17,46,1.34,1.99,1.6,NA,NA,125.969306930693,130.867326732673,129.483168316832,130.307920792079,127.99801980198,130.174257425743,53.3948863636364,87.4403409090909,57.8480113636364,69.5,55.4900568181818,80.5795454545455,458.524147727273,526.055397727273,444.625,508.954545454545,455.794034090909,539.497159090909,321.438920454545,36.765625,189.630681818182,100.813920454545,243.125,60.4886363636364,338.443181818182,306.703125,350.901988636364,309.920454545455,340.892045454545,294.193181818182,203.149147727273,167.664772727273,204.345170454545,180.997159090909,202.974431818182,165.900568181818
"145","A_balzani21","Batista21",100,50,-22.2211,-54.8056,184,15,37,17,46,1.34,1.99,1.6,NA,NA,125.969306930693,130.867326732673,129.483168316832,130.307920792079,127.99801980198,130.174257425743,53.3948863636364,87.4403409090909,57.8480113636364,69.5,55.4900568181818,80.5795454545455,458.524147727273,526.055397727273,444.625,508.954545454545,455.794034090909,539.497159090909,321.438920454545,36.765625,189.630681818182,100.813920454545,243.125,60.4886363636364,338.443181818182,306.703125,350.901988636364,309.920454545455,340.892045454545,294.193181818182,203.149147727273,167.664772727273,204.345170454545,180.997159090909,202.974431818182,165.900568181818
"146","A_balzani22","Batista21",122,61,-22.2211,-54.8056,184,15,37,17,46,1.34,1.99,1.6,NA,NA,125.969306930693,130.867326732673,129.483168316832,130.307920792079,127.99801980198,130.174257425743,53.3948863636364,87.4403409090909,57.8480113636364,69.5,55.4900568181818,80.5795454545455,458.524147727273,526.055397727273,444.625,508.954545454545,455.794034090909,539.497159090909,321.438920454545,36.765625,189.630681818182,100.813920454545,243.125,60.4886363636364,338.443181818182,306.703125,350.901988636364,309.920454545455,340.892045454545,294.193181818182,203.149147727273,167.664772727273,204.345170454545,180.997159090909,202.974431818182,165.900568181818
"147","A_balzani23","Batista21",76,38,-22.2211,-54.8056,184,15,37,17,46,1.34,1.99,1.6,NA,NA,125.969306930693,130.867326732673,129.483168316832,130.307920792079,127.99801980198,130.174257425743,53.3948863636364,87.4403409090909,57.8480113636364,69.5,55.4900568181818,80.5795454545455,458.524147727273,526.055397727273,444.625,508.954545454545,455.794034090909,539.497159090909,321.438920454545,36.765625,189.630681818182,100.813920454545,243.125,60.4886363636364,338.443181818182,306.703125,350.901988636364,309.920454545455,340.892045454545,294.193181818182,203.149147727273,167.664772727273,204.345170454545,180.997159090909,202.974431818182,165.900568181818
"148","H_venator1","Aupanun22",16,8,17.3975,98.3661,177,11,59,18,23,1.37,1.77,1.2,NA,NA,110,125,118,123,113,125,177,309,232,285,195,299,340,437,379,441,335,445,345,41,207,127,275,73,379,325,361,320,384,318,281,238,259,239,280,237
"149","M_simplex1","Diehl-Fleig07_ambiguous",9,4.5,-29.35,-49.7333,79,9,87,9,4,1.44,1.2,0.6,-29.3333,-49.7167,108.47557007791,117.183080990265,112.42154024806,112.217543772957,111.584133106027,115.654795424223,102.614577222757,140.056734967658,104.999264408947,127.311911225305,105.936095248639,130.714121360635,314.386215395178,369.139888242172,336.728654299325,371.696378941588,311.332398364907,386.102240004785,565.783411437252,117.75842595403,282.074264511112,178.708826126708,339.656636870276,111.347704138591,449.692100996652,401.335034697236,447.697030385483,416.492559570801,462.472681337126,400.556595744048,235.952983007475,229.487840549865,215.564277376526,211.635281510324,226.140037960956,213.300983147163
"150","M_simplex2","Diehl-Fleig07_ambiguous",33,16.5,-29.35,-49.7333,79,9,87,9,4,1.44,1.2,0.6,-29.3333,-49.7167,108.47557007791,117.183080990265,112.42154024806,112.217543772957,111.584133106027,115.654795424223,102.614577222757,140.056734967658,104.999264408947,127.311911225305,105.936095248639,130.714121360635,314.386215395178,369.139888242172,336.728654299325,371.696378941588,311.332398364907,386.102240004785,565.783411437252,117.75842595403,282.074264511112,178.708826126708,339.656636870276,111.347704138591,449.692100996652,401.335034697236,447.697030385483,416.492559570801,462.472681337126,400.556595744048,235.952983007475,229.487840549865,215.564277376526,211.635281510324,226.140037960956,213.300983147163
"151","M_simplex3","Diehl-Fleig07_ambiguous",17,8.5,-29.35,-49.7333,79,9,87,9,4,1.44,1.2,0.6,-29.3333,-49.7167,108.47557007791,117.183080990265,112.42154024806,112.217543772957,111.584133106027,115.654795424223,102.614577222757,140.056734967658,104.999264408947,127.311911225305,105.936095248639,130.714121360635,314.386215395178,369.139888242172,336.728654299325,371.696378941588,311.332398364907,386.102240004785,565.783411437252,117.75842595403,282.074264511112,178.708826126708,339.656636870276,111.347704138591,449.692100996652,401.335034697236,447.697030385483,416.492559570801,462.472681337126,400.556595744048,235.952983007475,229.487840549865,215.564277376526,211.635281510324,226.140037960956,213.300983147163
"152","M_simplex4","Diehl-Fleig07_ambiguous",24,12,-29.35,-49.7333,79,9,87,9,4,1.44,1.2,0.6,-29.3333,-49.7167,108.47557007791,117.183080990265,112.42154024806,112.217543772957,111.584133106027,115.654795424223,102.614577222757,140.056734967658,104.999264408947,127.311911225305,105.936095248639,130.714121360635,314.386215395178,369.139888242172,336.728654299325,371.696378941588,311.332398364907,386.102240004785,565.783411437252,117.75842595403,282.074264511112,178.708826126708,339.656636870276,111.347704138591,449.692100996652,401.335034697236,447.697030385483,416.492559570801,462.472681337126,400.556595744048,235.952983007475,229.487840549865,215.564277376526,211.635281510324,226.140037960956,213.300983147163
"153","M_simplex5","Diehl-Fleig07_ambiguous",34,17,-29.35,-49.7333,79,9,87,9,4,1.44,1.2,0.6,-29.3333,-49.7167,108.47557007791,117.183080990265,112.42154024806,112.217543772957,111.584133106027,115.654795424223,102.614577222757,140.056734967658,104.999264408947,127.311911225305,105.936095248639,130.714121360635,314.386215395178,369.139888242172,336.728654299325,371.696378941588,311.332398364907,386.102240004785,565.783411437252,117.75842595403,282.074264511112,178.708826126708,339.656636870276,111.347704138591,449.692100996652,401.335034697236,447.697030385483,416.492559570801,462.472681337126,400.556595744048,235.952983007475,229.487840549865,215.564277376526,211.635281510324,226.140037960956,213.300983147163
"154","M_simplex6","Diehl-Fleig07_ambiguous",24,12,-29.35,-49.7333,79,9,87,9,4,1.44,1.2,0.6,-29.3333,-49.7167,108.47557007791,117.183080990265,112.42154024806,112.217543772957,111.584133106027,115.654795424223,102.614577222757,140.056734967658,104.999264408947,127.311911225305,105.936095248639,130.714121360635,314.386215395178,369.139888242172,336.728654299325,371.696378941588,311.332398364907,386.102240004785,565.783411437252,117.75842595403,282.074264511112,178.708826126708,339.656636870276,111.347704138591,449.692100996652,401.335034697236,447.697030385483,416.492559570801,462.472681337126,400.556595744048,235.952983007475,229.487840549865,215.564277376526,211.635281510324,226.140037960956,213.300983147163
"155","M_simplex7","Diehl-Fleig07_ambiguous",25,12.5,-29.35,-49.7333,79,9,87,9,4,1.44,1.2,0.6,-29.3333,-49.7167,108.47557007791,117.183080990265,112.42154024806,112.217543772957,111.584133106027,115.654795424223,102.614577222757,140.056734967658,104.999264408947,127.311911225305,105.936095248639,130.714121360635,314.386215395178,369.139888242172,336.728654299325,371.696378941588,311.332398364907,386.102240004785,565.783411437252,117.75842595403,282.074264511112,178.708826126708,339.656636870276,111.347704138591,449.692100996652,401.335034697236,447.697030385483,416.492559570801,462.472681337126,400.556595744048,235.952983007475,229.487840549865,215.564277376526,211.635281510324,226.140037960956,213.300983147163
"156","M_smithii_CR7","Rabeling07_ambiguous",74.3,37.15,-3.25,-60.2333,184,2,53,12,35,1.25,1.91,1.4,-2.8833,-59.9833,110,152,131,144,116.5,150.5,41.5,51.5,37,42,37,44.5,374,495,414,487,387,493.5,350,32,150,92,230,54.5,368,282.5,340,297,365.5,291.5,257.5,221.5,246,216,248,215
